Start,License Number,Expdttm,Issdttm,Company,Inactive,Inactive Date
10/01/2005,337436,10/01/2005,09/12/2005,INTERNARTIONAL UNISEX & BEAUTY,Y,08/28/2006
01/01/2005,337437,,09/12/2005,NORM WILKINSON,N,
09/17/2005,337438,01/01/2006,09/12/2005,CYM STUDIOS,N,
09/17/2005,337439,01/01/2006,09/12/2005,SANDRA KAYE STUDIO,Y,12/07/2006
09/23/2005,337455,12/31/2005,09/13/2005,BARKERS BAKERY,Y,01/23/2012
09/23/2005,337456,12/31/2005,09/13/2005,COUNTRY FURNITURE,Y,01/22/2007
08/26/2005,338013,,,LYDIA SECURITY MONITORING INC,N,
08/26/2005,337457,,09/13/2005,LYDIA SECURITY MONITORING INC,N,
09/15/2005,337458,12/31/2006,09/13/2005,DALE & JOAN GAUL,Y,01/04/2007
08/01/2005,337459,,09/13/2005,A W DRYWALL SYSTEMS LTD,N,
09/13/2005,337472,,,FREEDOM LAND TRANSFER LLC,N,
08/24/2005,337228,,,AMERICAN SETTLEMT SERVICES,N,
08/24/2005,337230,,,COUNTY LINE ABSTRACT,N,
08/16/2005,337252,,,PSM GROUP INC,N,
08/24/2005,337253,,,EXPRESS FINANCIAL SERVICES INC,N,
08/30/2005,337300,,,AMORI & RIEGEL LLC,N,
08/30/2005,337301,,,GENERAL AMERICAN CORPORATION,N,
10/01/2004,337329,,,LIBERTY TRAVEL INC,N,
09/23/2005,337331,01/01/2006,09/02/2005,CHILDREN'S MILL,Y,08/15/2012
08/13/2005,337333,01/01/2006,09/02/2005,A & N OUTFITTERS,Y,10/21/2013
09/23/2005,337334,12/31/2006,09/02/2005,DONA LENIS CHILI PEPPERS,N,
09/13/2005,337335,01/01/2006,09/02/2005,MILES DECOSTER,Y,08/20/2012
09/01/2005,337336,12/31/2005,09/02/2005,JOY TOTAL UNISEX BARBER SHOP,Y,08/24/2006
08/30/2005,337337,,09/02/2005,EL BODEGON LATINO GROCERY,N,
08/23/2005,337340,07/11/2012,09/02/2005,SUSIE MARTIN CERAMICS,Y,06/08/2012
09/11/2005,337343,01/24/2012,09/02/2005,MARILYN R POUNDER,Y,01/24/2012
12/05/2005,337346,12/31/2006,09/02/2005,THE BERLIN STEEL CONSRTUCTION,Y,07/24/2007
09/01/2005,337347,01/01/2006,09/02/2005,THE PICTURE FRAME MAN,Y,11/07/2012
08/30/2005,337348,01/01/2006,09/02/2005,RODRIGUEZ CONSTRUCTION,Y,05/08/2013
08/31/2005,337349,11/09/2011,09/02/2005,HOME IMPROVEMENT BY RANDOLPH,N,
09/01/2005,337351,11/30/2005,09/02/2005,CHARLES L JENERETTE,Y,02/07/2006
09/01/2005,337352,04/23/2006,09/02/2005,9TH ST WASHINGTON CAFE,Y,08/24/2006
09/01/2005,A3600510,12/31/2005,01/01/1994,9TH ST WASHINGTON CAFE,Y,12/08/2006
09/01/2005,337353,08/13/2012,09/02/2005,RUDOLPH BEASLEY,Y,08/13/2012
01/01/2001,337354,01/01/2001,09/02/2005,AUGUST & BONNIE BLAIR,Y,08/21/2006
01/01/2005,337355,,09/02/2005,KAREN & WILLIAM VITABILE,N,
09/01/2005,337356,,09/02/2005,FRANCES & ALAN CHELIUS,N,
12/31/2004,337357,,09/02/2005,SUNOCO INC R & M #7504,N,
01/01/2005,337362,,,MUSTANG MICROSYSTEMS INC,N,
09/10/2005,337363,01/01/2006,09/02/2005,LEYDA J ORTIZ,Y,01/12/2010
01/01/2004,337364,,,CHRISTIAN PUBLICATIONS BOOKSTO,N,
09/02/2005,337365,,09/02/2005,MARYSOL & BROTHERS CONTRACTION,Y,11/29/2012
09/02/2005,337366,,,BERTUM SETTLEMENTS,N,
09/02/2005,337367,,,TALLMAN HUDDERS & SORRENTINO,N,
06/01/2005,A4201010,,01/01/1991,RANCHO MERENGUE INC,N,
06/01/2005,337368,,09/02/2005,RANCHO MERENGUE INC,N,
10/01/2000,337370,12/31/2008,09/02/2005,MICHAEL A OPAKE,Y,01/20/2010
09/13/2005,337473,,,NATIONAL TAX SEARCH LLC,N,
09/11/2005,337484,01/01/2006,09/14/2005,JOANNE M STRAMARA,Y,11/14/2006
09/19/2005,337538,,,INDEPENDENCE ABSTRACT & TITLE,N,
09/19/2005,337539,,,JENKINS ABSTRACT COMPANY,N,
09/23/2005,337545,01/01/2006,09/20/2005,13 LUCKY LADYBUGS,Y,10/22/2013
09/23/2005,337546,12/31/2006,09/20/2005,BLUESTONE STUDIOS/IMAGE FACTOR,Y,04/05/2007
01/01/2005,337547,,09/20/2005,JAVIER ORTEGA INS AGENCY INC,N,
10/01/2005,337548,,09/20/2005,J & S AUTO REPAIRS OF RDG INC,N,
09/12/2005,337549,,09/20/2005,NO 1 HAPPY FAMILY CHINESE REST,N,
,337550,,09/20/2005,MANGEAC BROS,N,
04/01/2006,337551,12/31/2006,09/20/2005,ZEPHYR ALUMINUM INC,Y,07/23/2007
06/01/2006,337552,,09/20/2005,AP AUTO BODY WORKS,N,
01/16/2004,337553,,,MENTOR MANAGEMENT INC,N,
09/19/2005,337554,,09/20/2005,ALLEN R MOYER & SON EXCAVATING,N,
09/26/2005,337555,,09/20/2005,STEPHANIE'S SHOE STORE,N,
09/26/2005,35610250,12/31/2006,01/05/2006,GINA GROCERY STORE,Y,01/25/2011
09/26/2005,337556,06/25/2013,09/20/2005,GINA GROCERY STORE,Y,06/25/2013
09/06/2005,337380,,,THE SENTINEL AGENCY LLC,N,
09/08/2005,337411,,,BAYVIEW LAON SERVICING,N,
09/11/2005,337414,01/01/2006,09/08/2005,BECKY DESTEFANO FAUX PAINTING,Y,10/22/2013
09/11/2005,337415,01/01/2006,09/08/2005,WIRY WOMAN,Y,09/17/2008
09/11/2005,337416,12/31/2006,09/08/2005,JAY WILLARD,Y,12/31/2006
09/23/2005,337417,12/31/2006,09/08/2005,K & T CREATIONS,Y,10/22/2013
09/23/2005,337418,01/01/2006,09/08/2005,ELIZABETH BRUNNER,Y,11/30/2012
09/23/2005,337482,01/01/2006,09/14/2005,NANCY STACEY,Y,09/22/2008
05/28/1999,337483,12/31/2005,09/14/2005,KAUFFMAN SERVICES,Y,08/06/2007
02/01/2014,378550,,03/11/2014,LUIS TARCO,N,
09/21/2005,337589,,,INDECOMM GLOBAL SRVS/LANDAMERI,N,
09/22/2005,337603,,,DSA SETTLEMENT CORP,N,
09/22/2005,337604,,,HAMILTON ABSTRACT COMPANY,N,
09/22/2005,337605,,,FIRST CHOICE SEARCH & ABSTRACT,N,
09/22/2005,337611,,,INTEGRATED REAL ESTATE PROCESS,N,
03/24/2014,379246,,,EL TIPICO RESTAURANT,Y,12/12/2014
03/24/2014,378703,,03/24/2014,EL TIPICO RESTAURANT,N,
03/24/2014,378714,,03/24/2014,ANTHONY F TALARICO,N,
01/01/2013,378736,01/01/2015,03/26/2014,KEYSTONE NEUROLOGY CONSULTANTS,N,
04/15/2014,378749,01/01/2015,03/26/2014,PUPUSERIA DAYSI,N,
04/15/2014,379869,,,PUPUSERIA DAYSI,N,
01/15/2014,378779,,03/28/2014,NAP PROPERTIES LLC,N,
04/03/2014,378850,01/01/2015,04/04/2014,JOSEPHINE MILLER,N,
04/04/2014,378859,01/01/2015,04/04/2014,SCHOCHARIE RIDGE APIARY,Y,09/29/2014
01/13/2014,377959,,01/13/2014,TRADEMARK CONTRACTORS INC,Y,02/18/2014
01/13/2014,377960,,01/13/2014,CLEAN FLOORS & MORE,N,
01/24/2014,377962,,01/14/2014,BEDOYAS LLC,N,
01/16/2014,377987,04/07/2014,01/16/2014,THE HEALING TOUCH,N,
01/01/2014,378004,,01/17/2014,FUENTE GROCERY,N,
01/14/2014,377971,,01/14/2014,KURESHEPI PLUMBING & HEATING L,N,
01/14/2014,377972,,01/14/2014,YSL PROFESSIONAL SERVICE LLC,N,
01/01/2014,377974,,01/14/2014,EUSEBIO CADENA,N,
01/01/2014,377975,,01/14/2014,VILLALBA DELI GROCERY,N,
10/01/2014,377978,01/01/2015,01/14/2014,ELEVATOR READY INC,N,
01/01/2014,377980,,01/15/2014,JUAN RODRIGUEZ,N,
01/03/2014,378002,01/01/2015,01/17/2014,ESTRELLITA U HICKS,Y,03/14/2014
02/01/2014,378092,,01/23/2014,JONATHAN P RUNKLE,N,
01/01/2014,378132,01/01/2015,01/24/2014,ROOFERS EDGE INC,N,
02/01/2014,378585,,03/14/2014,YOURS ONE STOP INC,N,
02/01/2014,379247,,,YOURS ONE STOP INC,N,
05/01/2014,378586,,03/14/2014,JOHANNY SOLANO PEREZ,N,
03/25/2014,378723,,03/25/2014,JEM CONSTRUCTION,N,
03/25/2014,378730,,03/25/2014,EL GALLITO MEXICAN BAKERY CORP,N,
03/25/2014,380175,,,EL GALLITO MEXICAN BAKERY CORP,N,
04/19/2014,378755,,03/28/2014,DANIELS CLEANING SERVICE,N,
07/01/2014,379668,,06/06/2014,LUIS RAMIREZ,N,
08/01/2014,380611,,09/16/2014,MERCEDES OVALLE,N,
08/01/2014,380792,,09/30/2014,SOCORRO PEREZ-TORRES,N,
12/15/2014,381209,01/01/2015,11/18/2014,PV FINANCIAL SVC INC,N,
12/01/2014,381280,,12/01/2014,DPS CONSTRUCTION CO,N,
12/07/2014,381327,,12/05/2014,ZIMMERMAN EXTERIORS INC,N,
10/01/2014,381328,,12/05/2014,NOSAM LLC,N,
12/08/2014,381335,,12/08/2014,BUCKLEY'S CHIMNEY,N,
12/01/2014,381340,,12/08/2014,EDWIN VERDUGO,N,
11/03/2014,381355,,12/09/2014,"PALANGE & ENDRES,P.C",N,
03/01/2014,378145,,01/24/2014,TERESA FERNANDEZ,N,
01/01/2015,381293,,12/03/2014,REINA ANNE'S LLC,N,
01/01/2008,360465,,05/10/2012,BERKS COUNTY ORTHOPEDICS,N,
01/01/2009,359406,01/19/2012,06/10/2009,MASTERS MUSIC,Y,01/19/2012
12/01/2008,360582,,06/16/2009,BEK SPORTS ALLEY OOPS,N,
06/16/2009,360584,04/04/2013,01/12/2010,ACE BAIL BONDS LLC,Y,05/08/2013
06/01/2009,360659,02/23/2012,06/18/2009,DUAL TEMP CO INC,Y,02/23/2012
10/01/2008,360670,,06/18/2009,S & S STRUCTURES INC,N,
06/01/2009,360675,08/27/2012,06/18/2009,RJ MARTIN ELECTRICAL CONTRACTI,Y,08/27/2012
07/20/2009,360699,,,"HAPPY FISH, SMILING STAR",N,
01/01/2009,360719,,,MESSNER TAXI,N,
09/01/2009,360747,,06/23/2009,FIBRE TECHNOLOGIES LLC,N,
08/01/2008,360752,,06/23/2009,M&L TRUCKING SERVICES INC,N,
07/01/2009,360766,,06/29/2009,VARGAS ALEJANDRA,N,
05/01/2009,359513,12/13/2013,11/25/2013,EL PANZA VERDE,Y,12/13/2013
06/01/2009,359563,01/01/2012,01/24/2011,ELENA'S UNISEX,N,
06/01/2009,361367,,,CHACON'S .99 VARIETY STORE,N,
06/01/2009,360116,,06/25/2009,CHACON'S .99 VARIETY STORE,N,
11/01/2007,359797,,,GEM PROERTY INVESTMENTS LLC,N,
09/18/2007,359490,,11/25/2013,LOMINY JEAN K & JOSIANE,N,
02/01/2008,359472,,11/15/2012,RAMONITA COLON SANTIAGO,N,
04/28/2009,359473,,01/13/2010,ON POINT PROPERTIES LLC,N,
01/01/2009,359457,,12/12/2011,F & J ASSOCIATES,N,
03/01/2008,359807,,11/25/2013,BITNER IRA A II,N,
03/31/2009,359409,,02/03/2010,ABLE HOLDINGS LLC,N,
06/01/2006,359810,,12/21/2012,MIATTA THOMAS,N,
05/08/2009,359836,,03/02/2010,MARDAR PROPERTIES LLC,N,
05/15/2009,359840,,05/24/2010,CITY STYLES AND PAWN,N,
06/01/2009,359969,,11/25/2013,JEANINE GROCERY,N,
03/01/2008,359402,01/01/2014,01/07/2013,REYES CLAUDIO,N,
02/20/2009,359374,,12/21/2012,LARA MARITZA,N,
04/01/2009,359345,,,QURESH SAHMIM A/QURESH WAJIDA,Y,11/25/2013
06/02/2009,360260,11/13/2014,03/02/2010,PLATINUM PROTECTION LLC,N,
01/01/2009,359738,07/31/2012,06/02/2009,JAK BUILDERS LLC,Y,07/31/2012
02/01/2009,360267,12/31/2009,12/19/2012,AGUIRRE JORGE,Y,12/21/2012
05/27/2009,360030,,06/02/2009,WALTENBAUGH CONSTRUCTION,N,
05/23/2009,360270,01/21/2014,06/02/2009,HOME ARTISAN GROUP INC,Y,01/21/2014
07/01/2009,360373,12/31/2010,,COMMUNITY SOLUTIONS INC,Y,12/21/2012
01/15/2009,360384,01/31/2009,06/05/2009,WYOMISSNG WOODWORKS,Y,06/10/2011
06/01/2009,360460,,06/10/2009,LECHMANIK INC,N,
06/10/2009,360484,,11/15/2012,COMMERCIAL CLEANING SERVICE,N,
04/01/2009,359385,10/11/2013,11/03/2011,HALL'S SUPREME KLEAN,Y,10/11/2013
04/01/2009,359311,11/09/2011,,THE LITTLE HOUSE OF TATOOS,N,
01/15/2009,359307,,05/20/2011,WALLACE METRO TAXI,N,
05/01/2008,359550,01/01/2010,05/05/2009,ARZENIA URENA,N,
05/05/2009,359573,01/01/2010,05/05/2009,DREW CHRISTENSEN,Y,02/27/2014
05/05/2009,359580,01/01/2010,05/05/2009,KOLBY RAWLINGS,N,
05/05/2009,359582,01/01/2010,05/05/2009,CONRAD AILTON,Y,04/21/2014
05/05/2009,359576,11/15/2011,,DAVID HOOLAHAN,N,
05/05/2009,359583,01/01/2010,05/05/2009,CARPENTER TRACY,N,
06/15/2007,359584,,11/03/2011,ROSERO STHER M,N,
07/18/2008,358257,,,CRYSTAL NICOLE,Y,11/22/2013
01/01/2009,358255,,11/03/2011,OHRI KEERTY,N,
03/17/2008,358252,,02/23/2010,SUPREME HOLDINGS LP,N,
07/01/2008,358235,01/17/2013,11/09/2011,LOPEZ JAVIER & ORTIZ CLAUDIA,Y,01/17/2013
02/01/2009,358220,,08/30/2013,MCFADDEN RYAN,N,
04/01/2008,358248,,,JAMES ANGELA,Y,11/22/2013
10/31/2008,359602,12/31/2008,05/07/2009,WEAVER PRECAST INC,Y,01/13/2010
05/09/2007,359611,11/03/2011,05/07/2009,THE EXTRACORPOREAL ALLEANCE LL,N,
05/30/2008,359613,,05/07/2009,LYNCH 2 INC,Y,11/15/2012
04/06/2009,358821,05/13/2013,05/07/2009,ERMAD INC,N,
02/01/2008,359941,,,COLLABERA INC,N,
03/14/2008,359942,,,GOSS INTERNATIONAL AMERICAS IN,N,
06/01/2009,359999,,01/25/2010,ENTERPRISE RENT A CAR,N,
06/01/2009,360000,,01/25/2010,ENTERPRISE RENT A CAR,N,
05/16/2008,360066,,03/16/2012,HERNANDEZ ALESSY J,N,
09/01/2004,360089,08/16/2012,05/27/2009,STEPHEN G KEGERISE,Y,08/16/2012
05/01/2009,360119,08/01/2009,,ABREU ELPIDIO A,Y,10/08/2009
05/01/2009,359403,,01/19/2012,GILL STEVEN,N,
04/18/2009,359404,,12/19/2012,CLAYTON OSSIE M,N,
05/18/2009,359520,,05/04/2009,INDUSTRIAL CAULK & SEAL INC,N,
01/01/2009,359523,,05/04/2009,EGAN CAR WASH INC,N,
03/01/2009,359562,07/01/2010,,PEREZ MARIA M,Y,06/08/2011
04/15/2009,359609,01/01/2012,01/24/2011,VILORIO JUANITA,N,
05/01/2009,359750,,05/13/2009,JDG CONSTRUCTION GROUP INC,N,
01/01/2009,359778,,05/14/2009,CENTIMARK CORPORATION,N,
02/01/2008,359615,,05/14/2009,"DRUM CONSTRUCTION CO, INC",Y,11/15/2012
01/01/2002,359938,,01/18/2012,HARGRAVE CLARA J,N,
05/04/2009,359479,05/13/2013,05/18/2009,SERRANO SERVICES,N,
,359984,,06/02/2009,RITE AID PAYROLL MGMT INC,N,
07/01/2008,360029,,01/13/2011,INTRADEX PA LLC,N,
01/01/2008,360067,,05/26/2009,GOODING SIMPSON & MACKES INC,N,
07/01/2006,360077,,05/26/2009,QPS ENTERPRISES,N,
05/15/2009,360129,,03/03/2010,TINEO METRO TAXI,N,
03/25/2008,353238,03/31/2009,,BABA MOOSA,Y,03/31/2009
11/01/2006,360240,,03/08/2010,PEREZ ANDRES,N,
06/03/2009,360275,,05/11/2012,SUBWAY,N,
06/03/2009,360277,,,SUBWAY,N,
05/01/2008,355189,,,LEO'S DRYWALL,N,
03/06/2009,358394,,02/03/2010,BMJ PROPERTIES LLC,N,
06/01/2008,358348,,04/04/2013,VEGA BENITO,N,
04/03/2008,358325,05/31/2011,01/27/2010,VM PROPERTY MGT. L.P.,N,
03/28/2009,358221,11/09/2011,,ROSSEMARIE MAGIC WORLD,N,
06/01/2008,359552,10/24/2009,,PABLO REYES,Y,06/10/2011
01/15/2009,358323,,02/24/2012,VAN DER VELDE MARIANNE,N,
03/01/2009,358302,,11/04/2011,ABREU CARLOS,N,
04/01/2009,358300,,11/22/2013,DIVINO NINO DELI GROCERY,N,
01/01/2008,358291,,11/22/2013,MARTINEZ CLARA G,N,
09/01/2008,358292,,05/20/2011,GEORGE HAPSIS,N,
03/01/2009,358293,,03/02/2010,HELLER MARK L,N,
06/18/2008,358289,,,BYRNE ERIC S,N,
04/01/2009,358266,,03/02/2010,CRICEIDA VANDERHORST,N,
03/04/2009,358256,01/19/2010,01/12/2010,DAVIS ROSE A,Y,10/29/2010
01/01/2009,358239,,01/14/2010,ROSARIO DOMINICA,N,
05/01/2008,358212,01/01/2011,01/27/2010,LOVERA RAFAEL,Y,05/13/2013
01/01/2009,358217,,03/02/2010,GORDON EDGAR & ELAINE,N,
03/10/2009,358227,10/14/2013,03/03/2010,OBAMA SECOND HAND,Y,10/14/2013
02/12/2009,358223,07/01/2009,,BETANCES DEMOLITION,N,
01/01/2009,358684,11/10/2014,05/13/2009,DON LEBO CARPENTRY,N,
01/01/2009,358531,,04/05/2012,E & A DEVELOPMENT,N,
05/05/2009,359572,11/14/2011,,MADSEN RUSSELL,N,
05/05/2009,359581,11/14/2011,,SILVA BOBBY,N,
05/06/2009,359596,,06/25/2009,KANDY'S BEAUTY SALON,N,
05/05/2009,359600,11/15/2011,,BELL JASON E,N,
09/01/2005,359617,,11/15/2012,TKAC GREG,N,
04/01/2009,359475,,,CHECO RAFAEL A,Y,11/25/2013
05/04/2009,364739,12/31/2010,,MARIA'S ICES,Y,05/24/2012
05/04/2009,359488,,04/30/2009,MARIA'S ICES,N,
03/01/2009,358642,,07/16/2010,SENDA AUTO SALES INC,N,
01/01/2008,358633,,11/25/2013,SANCHEZ KENIA,N,
03/20/2009,358622,11/04/2011,,WOBBLES 2 BOOKS,N,
04/01/2009,358602,05/31/2010,01/12/2010,GONZALEZ JOSE,Y,06/08/2011
01/01/2008,359522,,,POMPEII STREET SOAP CO,Y,11/25/2013
03/10/2009,358548,,02/09/2010,CIANCIOSI MARK A & PAMELA J,N,
04/01/2009,358546,,01/19/2011,GLENSIDE GROCERY,N,
04/01/2009,358536,06/19/2014,11/27/2013,CITY VIEW INVESTMENT GROUP LLC,N,
04/01/2009,358532,,11/25/2013,GARCIA RAMON,N,
01/01/2008,358507,,04/15/2013,RODRIGUEZ ROSA A,N,
03/15/2009,358495,01/24/2013,01/05/2011,JIMENEZ BRITO DOLORES,Y,01/24/2013
10/01/2008,358458,,04/08/2010,DE LEON SALVADOR,N,
03/13/2009,358457,11/04/2011,,MISCELANEA JENNIFER,N,
08/30/2005,358455,08/31/2009,,RAMOS SANTOS B,Y,01/11/2010
11/01/2007,358454,,11/22/2013,ZARATE YOLANDA,N,
02/10/2009,357989,11/04/2011,,FLORAS ROASTED CHICKEN & REST.,N,
05/13/2008,358414,,01/19/2010,LIBRA 51 LLC,N,
07/23/2008,358413,,04/19/2010,ROMAN EDMUNDO & ELBA,N,
01/12/2009,358409,11/04/2014,11/14/2011,MONROE JERMAINE,N,
01/01/2003,358406,01/01/2011,03/17/2010,BELL JAMES N,Y,11/12/2013
03/01/2009,358402,,01/28/2010,"KOSMERL & CO., P.C.",N,
03/01/2009,358401,,01/28/2010,DON JON RENTALS,N,
03/12/2009,358392,01/01/2013,07/10/2012,ANA IN XPRESSION BEAUTY SALON,N,
04/01/2009,358391,10/22/2014,01/26/2010,RAMOS ANATALIA,N,
03/10/2009,358379,,11/22/2013,LUNA CARLOS & MILAGROS,N,
12/01/2007,359546,,02/03/2010,MENGEL NICOLE L,N,
12/18/2012,375862,,05/17/2013,RICHARD MARTINEZ,N,
01/01/2013,375863,,05/17/2013,S@R ELECTRIC,N,
06/01/2013,375865,,05/17/2013,QUALITY CONSTRUCTION,N,
05/17/2013,375866,,05/17/2013,JOSH'S GOODS,N,
06/01/2013,375738,,05/09/2013,HART PROPERTY MANAGEMENT,N,
05/15/2013,375745,,05/10/2013,FARRELL'S LANDSCAPING,N,
08/02/2004,329714,01/01/2005,08/03/2004,LEWIS ENVIRONMENTAL GROUP,Y,05/10/2013
04/11/2005,333527,05/10/2013,05/03/2005,MKS CONSTRUCTION,Y,05/10/2013
01/01/2007,351458,01/01/2008,10/26/2007,LUIS PICHARDO & VICTOR TEJADA,Y,05/10/2013
05/15/2013,375842,,05/15/2013,TEH REALTY 63 LLC,N,
06/30/2013,375843,,05/15/2013,TEH REALTY 43 LLC,N,
05/15/2013,375844,,05/15/2013,TEH REALTY 58 LLC,N,
05/19/2013,375859,,05/16/2013,CHERYL JAMES,N,
03/03/2013,375860,,05/16/2013,ADVANCED CONSTRUCTION SOLUTION,N,
05/16/2013,375861,,05/16/2013,KEYSTRURCT CONSTRUCTION INC,N,
01/01/2008,357728,,01/06/2009,DELCIO ALMANZAR,N,
01/01/2009,357734,06/20/2014,01/06/2009,JOSE D MUNOZ,N,
03/01/2009,357727,10/31/2013,01/05/2009,HENRY W DELACRUZ,Y,10/31/2013
12/11/2008,357764,,,ELISEO MARTINEZ/BCCIL PAYROLL,N,
08/11/2008,357765,,01/23/2009,DELANEY ENTERPRISE,N,
11/01/2008,357766,08/08/2012,01/12/2009,DWELLING PLACE INVESTMENTS LLC,Y,08/08/2012
06/07/2008,357763,,01/12/2009,DONALD MISSIMER,N,
01/01/2009,357762,,01/12/2009,ELRIK LLC,N,
04/01/2009,361187,,,FRISCH SANDFORD C MD,Y,11/25/2013
07/21/2009,361190,02/02/2012,,FRESH PRODUCE,Y,02/02/2012
02/11/2009,361195,,07/22/2009,BUILDERS SPECIALTY SERVICE INC,Y,10/25/2013
01/01/2009,361204,,07/22/2009,PATTERSON STEVENS INC,Y,11/15/2012
09/24/2008,361261,11/07/2011,,PASTORE ANTHONY,N,
07/23/2009,361273,,08/29/2013,ABREU-FELIZ JOAN L,N,
07/01/2007,361359,,08/03/2009,505 PENN ST PROP OWNER LLC,N,
01/01/2009,361431,12/31/2009,08/06/2009,POWELL STEEL COMPANY,N,
01/01/2009,361432,12/31/2009,08/06/2009,DON EBERTS,Y,10/25/2013
01/01/2009,361446,,,GATEWAY HEALTH PLAN,N,
04/14/2008,361450,,08/06/2009,BLATT & MYERS INC,N,
08/01/2009,361349,,05/26/2010,MARTIN GENERAL CONTRACTING,N,
08/05/2009,361402,,08/06/2009,M & M MASONRY & ROOFING,Y,11/15/2012
07/30/2009,361338,,03/04/2013,RODRIGUEZ ALBA,N,
04/01/2009,361111,,03/28/2012,ALCOM SERVICES INC,N,
08/12/2009,361481,10/31/2009,,ORTIZ STORE SECOND HAND,N,
06/20/2009,361483,,01/12/2010,XAVIOS METRO TAXI/MIKE XAVIOS,N,
01/01/2008,361489,,,STANDARD ACOUSTICAL,Y,11/25/2013
08/01/2009,361490,,08/11/2009,WENGER CORPORATION,N,
05/27/2009,361495,,08/11/2009,MORRIS KREITZ & SONS INC,N,
08/01/2009,361496,05/13/2013,08/11/2009,ISIGN,Y,05/13/2013
02/01/2008,361502,,08/11/2009,CARETTI INC,N,
09/14/2008,361210,07/26/2013,,DABRIAN MARKETING GROUP,Y,07/26/2013
05/07/2009,361234,,07/23/2009,CHOWNS FABRICATION & RIGGING,N,
04/14/2009,361250,,01/08/2010,BEDOYA PEDRO L,N,
07/01/2009,361279,,07/27/2009,ROCKERZ INC,Y,02/22/2010
07/25/2009,361280,05/13/2013,07/27/2009,R L REPPERT INC,N,
06/15/2009,361281,05/13/2013,07/27/2009,AMERICAN MILLWORK & CABINETRY,Y,05/13/2013
01/01/2006,361306,,07/29/2009,DEBORAH LLC,N,
07/27/2009,361458,,05/08/2012,GRAY ALEXANDER,N,
08/01/2009,361348,,05/22/2012,TORRES TORIBIO A,N,
08/01/2009,361347,11/12/2014,04/23/2010,BUY WE WILL LLC,N,
08/01/2009,361346,,06/04/2013,REYES RAMON M,N,
07/01/2009,361341,,05/17/2012,APONTE CARLOS,N,
08/14/2009,361532,,01/27/2011,KLATT MICHAEL,N,
04/30/2009,361645,,,PRUDENT ENGINEERING LLP,N,
08/28/2009,361655,,,PETRONILA ARIAS,N,
09/01/2009,361668,,02/02/2010,RAMOS ALFREDO,N,
06/01/2009,361664,,11/14/2011,OLIVIER LUCKNER,N,
10/01/2009,361688,,09/27/2011,SILVER LINING PROPERTIES LLC,N,
09/15/2009,361689,,01/27/2011,LA SEYBANA BAKERY & GROCERY,N,
11/01/2009,361691,,05/28/2010,MULVIHILL TOM,N,
09/03/2009,361693,09/03/2009,,GUTIERREZ WILFREDO,Y,09/03/2009
09/04/2009,361705,01/27/2010,,BELTRE DE RODRIGUEZ RAMONA,N,
08/03/2009,361706,,09/21/2009,HT SWEENEY & SONS INC,N,
09/01/2009,361794,05/13/2013,09/11/2009,EHC ASSOCIATES INC,N,
09/13/2009,361829,,,VERES JULES,Y,11/25/2013
09/13/2009,361830,,,URFFER NICK,Y,11/03/2011
09/01/2009,361353,12/01/2010,,RAMOS DEMETRIO,Y,06/08/2011
08/14/2009,361533,,07/22/2011,GARCIA ASSOCIATES LLC,N,
12/22/2007,361548,12/13/2013,11/25/2013,BOULES SAMIR S,Y,12/13/2013
,361552,02/10/2014,01/22/2010,TODD CHARLES M,Y,02/27/2014
09/01/2009,361503,,09/21/2011,HALEYCO INVESTMENT PROPERTIES,N,
03/01/2009,361486,,11/25/2013,FINITE PLANET PROPERTIES LLC,N,
02/01/2008,361553,,03/13/2013,SERULLE ASUNCION,N,
01/01/2009,361472,,06/15/2011,SORTO AGUSTIN,N,
02/16/2006,361471,,11/15/2012,NGUYEN KYNAM & MYDUNG,N,
08/15/2009,361442,05/17/2012,05/17/2012,NOTTAGE-MARTIN JENNIFER,Y,05/17/2012
04/30/2004,361854,,09/17/2009,430 LANCASTER AVE LP,N,
06/14/2009,361874,,11/25/2013,PEREZ JORGE A,N,
09/01/2009,361875,,09/21/2011,KAPLINSKY ELLERY,N,
01/24/2008,361903,,09/23/2009,HARLAN ELECTRIC COMPANY,N,
10/07/2009,361990,10/24/2011,02/08/2010,JASLYNE'S SECOND HAND,Y,11/08/2013
10/07/2009,361991,,09/28/2011,BIG ROB'S STEAKS & HOAGIES,Y,01/05/2012
09/23/2009,362074,11/04/2011,01/24/2011,LOS PRIMOS LLC,Y,12/03/2012
10/19/2009,362068,,01/04/2010,PAULINO MINI MARKET,N,
12/01/2009,362101,,09/28/2011,M & A GROCERY & RESTAURANT,Y,01/04/2013
12/01/2009,374018,,,M & A GROCERY & RESTAURANT,N,
08/10/2009,362116,,01/06/2010,EMKEY LAW FIRM LLC,N,
01/01/2009,362037,11/12/2014,12/07/2011,READING REALTY GROUP,N,
09/09/2009,362158,,03/02/2010,PA ESTATE LLC,Y,02/18/2014
05/01/2008,362186,,11/06/2009,LAVENRE JOHNSON FAM CHILDCARE,N,
10/01/1988,362187,,11/06/2009,IRWIN SCOTT K & DEBBIE,N,
08/03/2009,361607,06/01/2010,,CAMILA GROCERY,N,
01/01/2009,361590,,01/12/2010,JASPER PROPERTY MANAGEMENT,N,
02/01/2008,361609,,12/21/2012,GARCIA ORLANDO,N,
