AccountNo,Account Description,Dollars,Budget Year,Budget Type
01-12-12-4216,Contracted Services,40000,2007,Actual
01-12-12-4224,Legal Services,136000,2007,Actual
01-12-12-4229,Cost/Liens/Etc,4400,2007,Actual
01-12-12-4307,Conferences/Training,500,2007,Actual
01-12-12-4308,Subscriptions,750,2007,Actual
01-12-12-4739,Contingencies,6878,2007,Actual
01-12-12-4900,Fringe Benefits,45910,2007,Actual
01-12-12-4901,Pension,15616,2007,Actual
01-12-12-4913,Social Security,19978,2007,Actual
01-12-25-4216,Contracted Services,25200,2007,Actual
01-13-61-4000,Salaries,106522,2007,Actual
01-13-61-4739,Contingencies,1880,2007,Actual
01-13-61-4900,Fringe Benefits,18364,2007,Actual
01-13-61-4901,Pension,6246,2007,Actual
01-13-61-4913,Social Security,8293,2007,Actual
01-13-62-4000,Salaries,348357,2007,Actual
01-13-62-4101,Light & Power,100000,2007,Actual
01-13-62-4900,Fringe Benefits,85850,2007,Actual
01-13-62-4901,Pension,31231,2007,Actual
01-13-62-4913,Social Security,26649,2007,Actual
01-13-63-4000,Salaries,330422,2007,Actual
01-13-63-4900,Fringe Benefits,77862,2007,Actual
01-13-63-4901,Pension,28108,2007,Actual
01-13-63-4913,Social Security,25331,2007,Actual
01-13-64-4000,Salaries,102207,2007,Actual
01-13-64-4900,Fringe Benefits,17170,2007,Actual
01-13-64-4901,Pension,6246,2007,Actual
01-13-64-4913,Social Security,4802,2007,Actual
01-14-91-3905,Employee Contrib to Med insur,-55000,2007,Actual
01-14-91-4223,Audits,95000,2007,Actual
01-14-91-4230,Indirect Cost Allocation,13500,2007,Actual
01-14-91-4319,PA League of Cities,30000,2007,Actual
01-14-91-4740,Community Promotions,10000,2007,Actual
01-14-91-4741,Administrative Expenses,60000,2007,Actual
01-14-91-4756,BARTA,106010,2007,Actual
01-14-91-4764,BCTV,155000,2007,Actual
01-14-91-4770,Humane Society,48500,2007,Actual
01-14-91-4774,Reading Did,48000,2007,Actual
01-14-91-4777,Charter Review Board,60000,2007,Actual
01-14-91-4779,Opportunity House,45000,2007,Actual
01-14-91-4907,Unemployment Compensation,100000,2007,Actual
01-14-91-4914,Other Post Employment Benefits,1784988,2007,Actual
01-14-91-4923,Bond Expenses-York Cnty Bond,60000,2007,Actual
01-14-91-4925,Interest Exp-York Cnty Bond,97664,2007,Actual
01-14-91-4926,York Cnty Bond-Principal,383500,2007,Actual
01-14-91-4927,Interest Exp-1988 Bond,284000,2007,Actual
01-14-91-4928,Principal-1988 Bond,300000,2007,Actual
01-14-91-4929,2002 Bond Series,260000,2007,Actual
01-14-91-4957,Principal - 2002/2005 Bond,1210359,2007,Actual
01-14-91-4958,Interest Exp - 2002/2005 Bond,1892919,2007,Actual
01-14-91-4960,Transfer to Self Insurance Fd,1763632,2007,Actual
01-16-00-3300,Rental - Parking Authority,-1400000,2007,Actual
01-17-91-4776,Board of Ethics,15000,2007,Actual
01-18-91-4216,Contracted Services,11000,2007,Actual
01-19-91-4778,Board of Health,5000,2007,Actual
35-07-00-3553,State Motor License Fund Grant,-1266279,2007,Actual
35-07-00-4216,Contracted Services,26383.78,2007,Actual
35-07-00-4502,Tires and Tubes,10000,2007,Actual
35-07-00-4503,Repair Parts,55500,2007,Actual
35-07-00-4795,Ice & Snow Removal,129733.48,2007,Actual
35-07-00-4800,Land/Land Improvements,196200,2007,Actual
35-07-00-4815,Maint/Roads & Bridges,47066.52,2007,Actual
35-07-24-4102,Street Lighting,706395.22,2007,Actual
35-07-24-4408,Maint/Repair Traffic Signals,20000,2007,Actual
35-07-24-4409,Maint/Repair Street Lights,32000,2007,Actual
35-07-24-4412,Maint/Repair Signs & Paint,43000,2007,Actual
50-15-00-3450,Lease Payment Fr Water Authori,-13097028,2007,Actual
50-15-00-3732,Workmens Comp Reimbursement,-20000,2007,Actual
50-15-81-4000,Salaries,230251,2007,Actual
50-15-81-4006,Overtime,1000,2007,Actual
50-15-81-4200,Advertising,3500,2007,Actual
50-15-81-4216,Contracted Services,10000,2007,Actual
50-15-81-4229,Cost/Liens/Etc,1000,2007,Actual
50-15-81-4307,Conferences/Training,2000,2007,Actual
50-15-81-4317,Dues,2200,2007,Actual
50-15-81-4406,General Repairs,100,2007,Actual
50-15-81-4504,Uniforms,5700,2007,Actual
50-15-81-4506,Office Supplies,6000,2007,Actual
50-15-81-4509,Postage,21000,2007,Actual
50-15-81-4515,Refunds,6000,2007,Actual
50-15-81-4739,Contingencies,2577,2007,Actual
50-15-81-4802,Machinery and Equipment,1000,2007,Actual
50-15-81-4900,Fringe Benefits,52704,2007,Actual
50-15-81-4901,Pension,18739,2007,Actual
50-15-81-4913,Social Security,17888,2007,Actual
50-15-83-4000,Salaries,384845,2007,Actual
50-15-83-4006,Overtime,7500,2007,Actual
50-15-83-4100,Fuel,13000,2007,Actual
50-15-83-4101,Light & Power,6000,2007,Actual
50-15-83-4104,Telephone,2300,2007,Actual
50-15-83-4216,Contracted Services,22000,2007,Actual
50-15-83-4406,General Repairs,25000,2007,Actual
50-15-83-4501,Gas,22000,2007,Actual
50-15-83-4510,General Plant Supplies,7500,2007,Actual
50-15-83-4525,Minor Capital Equipment,300,2007,Actual
50-15-83-4800,Land/Land Improvements,2500,2007,Actual
50-15-83-4900,Fringe Benefits,112799,2007,Actual
50-15-83-4901,Pension,34354,2007,Actual
50-15-83-4913,Social Security,30014,2007,Actual
50-15-84-4000,Salaries,510996,2007,Actual
50-15-84-4006,Overtime,130000,2007,Actual
50-15-84-4012,Salaries-Laboratory,73510,2007,Actual
50-15-84-4100,Fuel,140000,2007,Actual
50-15-84-4216,Contracted Services,150000,2007,Actual
50-15-84-4406,General Repairs,25000,2007,Actual
50-15-84-4506,Office Supplies,55000,2007,Actual
50-15-84-4510,General Plant Supplies,48000,2007,Actual
50-15-84-4513,Chemical Supplies,1106000,2007,Actual
50-15-84-4900,Fringe Benefits,156321,2007,Actual
50-15-84-4901,Pension,56216,2007,Actual
50-15-84-4913,Social Security,54660,2007,Actual
50-15-85-4101,Light & Power,315000,2007,Actual
50-15-85-4104,Telephone,23000,2007,Actual
50-15-86-4000,Salaries,1095552,2007,Actual
50-15-86-4006,Overtime,50000,2007,Actual
50-15-86-4100,Fuel,27000,2007,Actual
50-15-86-4101,Light & Power,44000,2007,Actual
50-15-86-4104,Telephone,17000,2007,Actual
50-15-86-4216,Contracted Services,43000,2007,Actual
50-15-86-4400,Maintenance Communications,6000,2007,Actual
50-15-86-4402,Maintenance/Repair Equipment,3000,2007,Actual
50-15-86-4406,General Repairs,27000,2007,Actual
50-15-86-4500,Vehicle Supplies,68000,2007,Actual
50-15-86-4501,Gas,37000,2007,Actual
50-15-86-4510,General Plant Supplies,75000,2007,Actual
50-15-86-4739,Contingencies,1483,2007,Actual
50-15-86-4829,Extensions & Improvements,110000,2007,Actual
50-15-86-4900,Fringe Benefits,271509,2007,Actual
50-15-86-4901,Pension,68709,2007,Actual
50-15-86-4913,Social Security,87748,2007,Actual
50-15-96-4939,Interest/Pennvest Loan,60582,2007,Actual
50-15-96-4947,Interest Exp-1995 Bond,792409,2007,Actual
50-15-96-4951,Principal-Pennvest Loan,1283393,2007,Actual
50-15-96-4957,Principal - 2002/2005 Bond,239274,2007,Actual
50-15-96-4960,Transfer to Self Insurance Fd,868635,2007,Actual
50-15-96-4971,Transfer to General Fund,3360260,2007,Actual
50-15-96-4976,Indirect Cost Reimbursement,585000,2007,Actual
52-11-00-3410,Interest on Investments,-55000,2007,Actual
52-11-00-3732,Workmens Comp Reimbursement,-59582,2007,Actual
52-11-00-3750,Damages Recovered,-30000,2007,Actual
52-11-00-3901,Transfer from General Fund,-1763631,2007,Actual
52-11-00-3950,Transfer - Water Fund,-868635,2007,Actual
52-11-00-3954,Transfer from Sewer Fund,-868635,2007,Actual
52-11-00-4000,Salaries,104616,2007,Actual
52-11-00-4222,Consulting Services,40820,2007,Actual
52-11-00-4235,Fees,10000,2007,Actual
52-11-00-4307,Conferences/Training,1500,2007,Actual
52-11-00-4317,Dues,430,2007,Actual
52-11-00-4510,General Plant Supplies,2500,2007,Actual
52-11-00-4739,Contingencies,3138,2007,Actual
52-11-00-4749,incurred Liability Claims,545346,2007,Actual
52-11-00-4752,Premium Payments,631748,2007,Actual
52-11-00-4753,Other Insurance Premium,62355,2007,Actual
52-11-00-4801,Building & Building Improvemen,389723,2007,Actual
52-11-00-4900,Fringe Benefits,17767,2007,Actual
52-11-00-4901,Pension,10150,2007,Actual
52-11-00-4913,Social Security,8003,2007,Actual
52-11-27-4222,Consulting Services,93333.33,2007,Actual
52-11-27-4307,Conferences/Training,9166.67,2007,Actual
52-11-27-4308,Subscriptions,400,2007,Actual
52-11-27-4320,Bonding Insurance,32110,2007,Actual
52-11-27-4510,General Plant Supplies,13525,2007,Actual
52-11-27-4522,Medical/Surgical Supplies,7335,2007,Actual
52-11-27-4739,Contingencies,5000,2007,Actual
52-11-27-4750,W/C Claims-indemnity,693066,2007,Actual
52-11-27-4751,W/C Claims-Medical,565232,2007,Actual
52-11-27-4752,Premium Payments,193422,2007,Actual
52-12-12-4224,Legal Services,179797,2007,Actual
52-12-12-4225,Legal Services - W/C,25000,2007,Actual
54-07-00-3618,Interest and Penalty,-250000,2007,Actual
54-07-00-3622,Fines,-45000,2007,Actual
54-07-00-3680,General Consumer,-13628814,2007,Actual
54-07-00-3682,Sewer Rent Treatment,-7660000,2007,Actual
54-07-00-3683,Industrial Waste,-1200000,2007,Actual
54-07-00-3685,Sewer Reservation Fees,-350000,2007,Actual
54-07-00-3686,User Application Fee,-5000,2007,Actual
54-07-00-3688,Industrial Waste Testing,-100000,2007,Actual
54-07-00-3689,Revenue Fee,-10000,2007,Actual
54-07-43-4000,Salaries,690620,2007,Actual
54-07-43-4006,Overtime,140000,2007,Actual
54-07-43-4016,Temporary Wages,12500,2007,Actual
54-07-43-4101,Light & Power,375000,2007,Actual
54-07-43-4104,Telephone,6000,2007,Actual
54-07-43-4107,Water Services,25000,2007,Actual
54-07-43-4200,Advertising,5000,2007,Actual
54-07-43-4203,Rentals/Lease,2000,2007,Actual
54-07-43-4216,Contracted Services,375750,2007,Actual
54-07-43-4222,Consulting Services,515000,2007,Actual
54-07-43-4235,Fees,154500,2007,Actual
54-07-43-4307,Conferences/Training,3500,2007,Actual
54-07-43-4500,Vehicle Supplies,40500,2007,Actual
54-07-43-4501,Gas,30000,2007,Actual
54-07-43-4504,Uniforms,6000,2007,Actual
54-07-43-4510,General Plant Supplies,5000,2007,Actual
54-07-43-4516,Sewer Repair Supplies,70000,2007,Actual
54-07-43-4523,Hiway Maint/Repair,50000,2007,Actual
54-07-43-4739,Contingencies,2970,2007,Actual
54-07-43-4803,Vehicles,300000,2007,Actual
54-07-43-4900,Fringe Benefits,161509,2007,Actual
54-07-43-4901,Pension,57778,2007,Actual
54-07-43-4913,Social Security,64726,2007,Actual
54-07-43-4977,Intradepartmental Direct Cost,110000,2007,Actual
54-07-44-4000,Salaries,1983442,2007,Actual
54-07-44-4002,Longevity,1870,2007,Actual
54-07-44-4006,Overtime,420000,2007,Actual
54-07-44-4016,Temporary Wages,35000,2007,Actual
54-07-44-4101,Light & Power,1100000,2007,Actual
54-07-44-4104,Telephone,12000,2007,Actual
54-07-44-4107,Water Services,200000,2007,Actual
54-07-44-4108,Lab Services,60000,2007,Actual
54-07-44-4200,Advertising,10000,2007,Actual
54-07-44-4202,Printing,2000,2007,Actual
54-07-44-4216,Contracted Services,450000,2007,Actual
54-07-44-4222,Consulting Services,750000,2007,Actual
54-07-44-4235,Fees,1549700,2007,Actual
54-07-44-4307,Conferences/Training,25000,2007,Actual
54-07-44-4308,Subscriptions,4000,2007,Actual
54-07-44-4317,Dues,6965,2007,Actual
54-07-44-4406,General Repairs,732180,2007,Actual
54-07-44-4500,Vehicle Supplies,32500,2007,Actual
54-07-44-4501,Gas,25000,2007,Actual
54-07-44-4504,Uniforms,20000,2007,Actual
54-07-44-4508,Lab Supplies,200000,2007,Actual
54-07-44-4510,General Plant Supplies,24000,2007,Actual
54-07-44-4513,Chemical Supplies,920000,2007,Actual
54-07-44-4522,Medical/Surgical Supplies,10000,2007,Actual
54-07-44-4525,Minor Capital Equipment,350000,2007,Actual
54-07-44-4739,Contingencies,12979,2007,Actual
54-07-44-4803,Vehicles,126620,2007,Actual
54-07-44-4900,Fringe Benefits,454779,2007,Actual
54-07-44-4901,Pension,162403,2007,Actual
54-07-44-4913,Social Security,186147,2007,Actual
54-07-44-4977,Intradepartmental Direct Cost,25000,2007,Actual
54-07-91-4639,Penalties,125000,2007,Actual
54-07-91-4738,Depreciation,2000000,2007,Actual
54-07-91-4790,Transfer to Water Fund,225000,2007,Actual
54-07-91-4948,York County Bond,534611,2007,Actual
54-07-91-4957,Principal - 2002/2005 Bond,1549672,2007,Actual
54-07-91-4958,Interest Exp - 2002/2005 Bond,420958,2007,Actual
54-07-91-4960,Transfer to Self Insurance Fd,868635,2007,Actual
54-07-91-4971,Transfer to General Fund,3750000,2007,Actual
54-07-91-4976,Indirect Cost Reimbursement,610000,2007,Actual
54-12-12-4224,Legal Services,70000,2007,Actual
56-07-00-3554,Grants and Gifts,-173000,2007,Actual
56-07-00-3641,User Fees,-1584000,2007,Actual
56-07-00-3725,902 Grant (Education),-16874,2007,Actual
56-07-46-3634,Certifications,-75000,2007,Actual
56-07-46-4000,Salaries,128213,2007,Actual
56-07-46-4016,Temporary Wages,59600,2007,Actual
56-07-46-4200,Advertising,19800,2007,Actual
56-07-46-4202,Printing,20000,2007,Actual
56-07-46-4214,Collection Expense,1248607,2007,Actual
56-07-46-4216,Contracted Services,45000,2007,Actual
56-07-46-4307,Conferences/Training,1075,2007,Actual
56-07-46-4308,Subscriptions,200,2007,Actual
56-07-46-4317,Dues,200,2007,Actual
56-07-46-4506,Office Supplies,3000,2007,Actual
56-07-46-4509,Postage,24000,2007,Actual
56-07-46-4510,General Plant Supplies,18750,2007,Actual
56-07-46-4525,Minor Capital Equipment,50000,2007,Actual
56-07-46-4666,Reading Beautification,10000,2007,Actual
56-07-46-4735,Indirect Cost,87583,2007,Actual
56-07-46-4738,Depreciation,37000,2007,Actual
56-07-46-4739,Contingencies,2040,2007,Actual
56-07-46-4803,Vehicles,55000,2007,Actual
56-07-46-4900,Fringe Benefits,26352,2007,Actual
56-07-46-4901,Pension,9369,2007,Actual
56-07-46-4913,Social Security,9964,2007,Actual
56-07-47-3231,Trash Removal Revenue,-2565000,2007,Actual
56-07-47-3634,Certifications,-75000,2007,Actual
56-07-47-4200,Advertising,31000,2007,Actual
56-07-47-4216,Contracted Services,2435420,2007,Actual
56-07-47-4509,Postage,20000,2007,Actual
56-07-47-4525,Minor Capital Equipment,50000,2007,Actual
56-07-47-4735,Indirect Cost,96701,2007,Actual
01-00-00-3009,Discount and Allowance,200000,2008,Actual
01-00-00-3010,Property Tax Current,-14250579,2008,Actual
01-00-00-3020,Property Tax Prior,-1200000,2008,Actual
01-00-00-3021,Penalty & Interest,-180000,2008,Actual
01-00-00-3110,Per Capita Tax,-90000,2008,Actual
01-00-00-3111,Per Capita Tax Prior,-10000,2008,Actual
01-00-00-3120,Business Privilege Tax,-1420000,2008,Actual
01-00-00-3121,Bus Priv Tax -  Prior Year,-175000,2008,Actual
01-00-00-3130,Real Estate Transfer Tax,-7215868,2008,Actual
01-00-00-3140,Earned income Tax,-8134390,2008,Actual
01-00-00-3161,Curb & Sidewalk Permit,-6400,2008,Actual
01-00-00-3162,Handicap Parking Permit,-1200,2008,Actual
01-00-00-3163,Non-Compliance Filing Fee,-10000,2008,Actual
01-00-00-3190,Occupation Tax,-1000000,2008,Actual
01-00-00-3191,Occupation Tax -  Prior Year,-100000,2008,Actual
01-00-00-3210,Food Permits,-52000,2008,Actual
01-00-00-3220,Electrical Permits,-75000,2008,Actual
01-00-00-3221,New Construction Permits,-200000,2008,Actual
01-00-00-3222,Demolition Permits,-50000,2008,Actual
01-00-00-3223,Remodeling Permits,-280000,2008,Actual
01-00-00-3226,Trades Licenses,-90000,2008,Actual
01-00-00-3227,Examination Fees,-15000,2008,Actual
01-00-00-3228,Commercial Parking Permits,-3000,2008,Actual
01-00-00-3230,Business Privilege License,-285000,2008,Actual
01-00-00-3250,Plumbing Permits,-90000,2008,Actual
01-00-00-3251,Heating Permits,-25000,2008,Actual
01-00-00-3260,Street Cuts,-55000,2008,Actual
01-00-00-3261,Pavements,-100,2008,Actual
01-00-00-3270,Zoning Fees,-92790,2008,Actual
01-00-00-3274,Dumpster Fees,-15000,2008,Actual
01-00-00-3275,Land Development Fees,-15000,2008,Actual
01-00-00-3280,Housing/Rental Permit,-800000,2008,Actual
01-00-00-3282,Tax Administration Licenses,-18000,2008,Actual
01-00-00-3283,Franchise Fees,-700000,2008,Actual
01-00-00-3284,Other income,-3000,2008,Actual
01-00-00-3285,No Parking Signs Revenue,-1600,2008,Actual
01-00-00-3290,Public Health & Safety,-450000,2008,Actual
01-00-00-3310,Traffic Fines Motor Codes,-470000,2008,Actual
01-00-00-3324,Estate of Samuel Potteiger,-10000,2008,Actual
01-00-00-3325,Advertising Revenue,0,2008,Actual
01-00-00-3330,District Court Summary offense,-975000,2008,Actual
01-00-00-3333,Fines and Penalities P.S.P.,-36000,2008,Actual
01-00-00-3334,Fines and Penalities County,-45000,2008,Actual
01-00-00-3410,Interest on Investments,-352892,2008,Actual
01-00-00-3412,Forward Bond Sale,-5000000,2008,Actual
01-00-00-3420,Rent Other Property Buildings,-55000,2008,Actual
01-00-00-3421,Rental on Stadium,-22000,2008,Actual
01-00-00-3429,Lease Rental/Grtr Berks Dev Fd,-275000,2008,Actual
01-00-00-3510,Payment in Lieu of Taxes,-100000,2008,Actual
01-00-00-3520,Malt & Liquor Tax Distribution,-45000,2008,Actual
01-00-00-3521,Public Utility Tax Distributio,-51000,2008,Actual
01-00-00-3526,Snow & Ice Control,-50000,2008,Actual
01-00-00-3541,Reading Public Library,-900000,2008,Actual
01-00-00-3543,School District School Guard,-250000,2008,Actual
01-00-00-3550,Police Training Reimbursement,-130000,2008,Actual
01-00-00-3560,Pension-State Contributions,-3205800,2008,Actual
01-00-00-3600,"Copies of Books, Ordinanc, Etc",-800,2008,Actual
01-00-00-3635,Fire Insurance Certification,-650,2008,Actual
01-00-00-3660,Recreational Facilities,-26170,2008,Actual
01-00-00-3661,Swimming Pool,-41000,2008,Actual
01-00-00-3662,Pagoda & Tower,-4000,2008,Actual
01-00-00-3721,Sales Property/Equipment/Suppl,-20000,2008,Actual
01-00-00-3730,Refund Prior Years Expense,-88000,2008,Actual
01-00-00-3731,Prior Period Adjustment,-3800,2008,Actual
01-00-00-3732,Workmens Comp Reimbursement,-90000,2008,Actual
01-00-00-3743,Miscellaneous,-45000,2008,Actual
01-00-00-3750,Damages Recovered,-25000,2008,Actual
01-00-00-3751,Indirect Cost Reim.-Recycling,-93402,2008,Actual
01-00-00-3752,Indirect Cost Reimburse-Sewer,-700000,2008,Actual
01-00-00-3753,Indirect Cost Reimburse-CD,-260000,2008,Actual
01-00-00-3754,Direct Cost Reimburse-Law,-30000,2008,Actual
01-00-00-3755,Direct Cost Reimburse-Planning,-20000,2008,Actual
01-00-00-3756,Direct Cost Reimb Code Service,-336000,2008,Actual
01-00-00-3762,Pension Reimbursement,-32500,2008,Actual
01-00-00-3763,CD Cost Reimbursement,-35000,2008,Actual
01-00-00-3766,CD Bond Interest,-145000,2008,Actual
01-00-00-3910,Transfer Fr Capit Reserve City,-20000,2008,Actual
01-00-00-3931,Transfer - Agency,-15000,2008,Actual
01-00-00-3950,Transfer - Water Fund,-4150000,2008,Actual
01-00-00-3951,Indirect Cost Reim. - Water,-580000,2008,Actual
01-00-00-3952,Meter Surcharge,-850000,2008,Actual
01-00-00-3953,Meter Surcharge Prior Year,-1275000,2008,Actual
01-00-00-3954,Transfer from Sewer Fund,-3000000,2008,Actual
01-00-00-3956,Fees - Redeveloment Authority,-18000,2008,Actual
01-00-00-3977,Direct Reimb Sewer,-155000,2008,Actual
01-00-00-3990,Transfer from Fund Balance,-2816110,2008,Actual
01-01-01-3610,Fleet Maint. - Other Juris.,0,2008,Actual
01-01-01-4000,Salaries,155056,2008,Actual
01-01-01-4016,Temporary Wages,10000,2008,Actual
01-01-01-4200,Advertising,5000,2008,Actual
01-01-01-4202,Printing,2500,2008,Actual
01-01-01-4216,Contracted Services,15000,2008,Actual
01-01-01-4307,Conferences/Training,2000,2008,Actual
01-01-01-4308,Subscriptions,250,2008,Actual
01-01-01-4317,Dues,2000,2008,Actual
01-01-01-4509,Postage,0,2008,Actual
01-01-01-4510,General Plant Supplies,9000,2008,Actual
01-01-01-4700,Travel Expense,2000,2008,Actual
01-01-01-4739,Contingencies,2500,2008,Actual
01-01-01-4740,Community Promotions,10000,2008,Actual
01-01-01-4743,Miscellaneous Expense,1000,2008,Actual
01-01-01-4900,Fringe Benefits,40414,2008,Actual
01-01-01-4901,Pension,4676,2008,Actual
01-01-01-4913,Social Security,11862,2008,Actual
01-02-09-4000,Salaries,165504,2008,Actual
01-02-09-4016,Temporary Wages,11000,2008,Actual
01-02-09-4200,Advertising,12000,2008,Actual
01-02-09-4202,Printing,10000,2008,Actual
01-02-09-4205,Codified Ordinance,8200,2008,Actual
01-02-09-4224,Legal Services,6500,2008,Actual
01-02-09-4307,Conferences/Training,5500,2008,Actual
01-02-09-4317,Dues,2160,2008,Actual
01-02-09-4510,General Plant Supplies,5000,2008,Actual
01-02-09-4739,Contingencies,0,2008,Actual
01-02-09-4740,Community Promotions,8000,2008,Actual
01-02-09-4743,Miscellaneous Expense,6240,2008,Actual
01-02-09-4900,Fringe Benefits,40414,2008,Actual
01-02-09-4901,Pension,4676,2008,Actual
01-02-09-4913,Social Security,13503,2008,Actual
01-03-08-4000,Salaries,96311,2008,Actual
01-03-08-4307,Conferences/Training,1000,2008,Actual
